"lipid","skewness","kurtosis","shapiro_p","shapiro_p_adj","normality"
"S1P_.18.0.",1.37625792974309,4.6481161526583,7.71082862778431e-06,7.71082862778431e-06,"Non-normal"
"S1P_.18.1.",1.0601029323419,2.87321203309996,4.86596064093831e-08,9.73192128187662e-08,"Non-normal"
